datetime,pm2.5,cal_sen_hora,cal_cos_hora,cal_sen_dia,cal_cos_dia,cal_sen_mes,cal_cos_mes,pm2.5_obs_6,DEWP_obs_6,TEMP_obs_6,PRES_obs_6,Iws_obs_6,Is_obs_6,Ir_obs_6,viento_NE_obs_6,viento_NW_obs_6,viento_SE_obs_6,pm2.5_obs_12,pm2.5_obs_18,pm2.5_obs_24,pm2.5_trend_6_12,pm2.5_roll_mean_6_obs_6,pm2.5_roll_std_6_obs_6,pm2.5_roll_mean_12_obs_6,pm2.5_roll_std_12_obs_6,pm2.5_roll_mean_24_obs_6,pm2.5_roll_std_24_obs_6,TEMP_trend_6_12,PRES_trend_6_12
2010-01-02 10:00:00,140.0,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,1.0,138.0,-7.0,-5.0,1022.0,6.25,2.0,0.0,0,0,1,129.0,129.0,129.0,9.0,147.33333333333334,20.1461327968091,138.16666666666666,16.61780717036742,133.58333333333334,12.409381677714185,0.0,4.0
2010-01-02 11:00:00,152.0,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,0.0,1.0,109.0,-7.0,-6.0,1022.0,7.14,3.0,0.0,0,0,1,129.0,129.0,129.0,-20.0,144.0,24.883729623993272,136.5,18.51534989726583,132.75,13.3652697235263,-1.0,2.0
2010-01-02 12:00:00,148.0,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,105.0,-7.0,-6.0,1023.0,8.93,4.0,0.0,0,0,1,129.0,129.0,129.0,-24.0,140.0,29.312113536898018,134.5,20.580219982921818,131.75,14.507119691349157,-2.0,3.0
2010-01-02 13:00:00,164.0,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,0.0,1.0,124.0,-7.0,-5.0,1024.0,10.72,0.0,0.0,0,0,1,148.0,129.0,129.0,-24.0,136.0,29.637813684548323,134.08333333333334,20.75159723681018,131.54166666666666,14.58402689862132,-1.0,4.0
2010-01-02 14:00:00,158.0,-0.4999999999999998,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,0.0,1.0,120.0,-8.0,-6.0,1024.0,12.51,0.0,0.0,0,0,1,159.0,129.0,129.0,-39.0,129.5,27.804675865760412,133.33333333333334,21.111536412515548,131.16666666666666,14.76678607600492,-1.0,3.0
2010-01-02 15:00:00,154.0,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,0.0,1.0,132.0,-7.0,-5.0,1025.0,14.3,0.0,0.0,0,0,1,181.0,129.0,129.0,-49.0,121.33333333333333,12.801041624284546,133.58333333333334,21.073284825421343,131.29166666666666,14.760343953417497,0.0,3.0
2010-01-02 16:00:00,159.0,-0.8660254037844384,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0.0,1.0,140.0,-7.0,-5.0,1026.0,17.43,1.0,0.0,0,0,1,138.0,129.0,129.0,2.0,121.66666666666667,13.336666250104093,134.5,21.095023109728988,131.75,14.856560547594718,0.0,4.0
2010-01-02 17:00:00,164.0,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,0.0,1.0,152.0,-8.0,-5.0,1026.0,20.56,0.0,0.0,0,0,1,109.0,129.0,129.0,43.0,128.83333333333334,16.37579514608882,136.41666666666666,21.58896322969988,132.70833333333334,15.403215832124621,1.0,4.0
2010-01-02 18:00:00,170.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0.0,1.0,148.0,-8.0,-5.0,1026.0,23.69,0.0,0.0,0,0,1,105.0,129.0,129.0,43.0,136.0,12.899612397277675,138.0,21.692059711918887,133.5,15.689930307158104,1.0,3.0
2010-01-02 19:00:00,149.0,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,0.0,1.0,164.0,-8.0,-5.0,1025.0,27.71,0.0,0.0,0,0,1,124.0,148.0,129.0,40.0,142.66666666666666,15.526321736543618,139.33333333333334,22.824760611443374,134.95833333333334,16.83804999209327,0.0,1.0
2010-01-02 20:00:00,154.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0.0,1.0,158.0,-9.0,-5.0,1025.0,31.73,0.0,0.0,0,0,1,120.0,159.0,129.0,38.0,149.0,11.713240371477069,139.25,22.74812679600834,136.16666666666666,17.42229123519804,1.0,1.0
2010-01-02 21:00:00,164.0,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,0.0,1.0,154.0,-9.0,-5.0,1025.0,35.75,0.0,0.0,0,0,1,132.0,181.0,129.0,22.0,152.66666666666666,8.262364471909171,137.0,19.32026726711428,137.20833333333334,17.719994029507955,0.0,0.0
2010-01-02 22:00:00,156.0,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,0.0,1.0,159.0,-9.0,-5.0,1026.0,37.54,0.0,0.0,0,0,1,140.0,138.0,129.0,19.0,155.83333333333334,5.671566509057863,138.75,20.343080127918412,138.45833333333334,18.16824551043762,0.0,0.0
2010-01-02 23:00:00,126.0,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,0.0,1.0,164.0,-8.0,-5.0,1027.0,39.33,0.0,0.0,0,0,1,152.0,109.0,129.0,12.0,157.83333333333334,6.1454590281497055,143.33333333333334,19.194380490764534,139.91666666666666,18.770737324627007,0.0,1.0
2010-01-03 00:00:00,90.0,0.0,1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,170.0,-8.0,-5.0,1027.0,42.46,0.0,0.0,0,0,1,148.0,105.0,129.0,22.0,161.5,5.648008498577175,148.75,16.354732426037174,141.625,19.582184671832195,0.0,1.0
2010-01-03 01:00:00,63.0,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0,149.0,-8.0,-5.0,1028.0,44.25,0.0,0.0,0,0,1,164.0,124.0,148.0,-15.0,159.0,7.37563556583431,150.83333333333334,14.389600621997989,142.45833333333334,19.446647563250487,0.0,3.0
2010-01-03 02:00:00,65.0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,154.0,-7.0,-5.0,1028.0,46.04,0.0,0.0,0,0,1,158.0,120.0,159.0,-4.0,158.33333333333334,7.659416862050703,153.66666666666666,10.620163783477043,143.5,19.36379409462751,0.0,3.0
2010-01-03 03:00:00,55.0,0.7071067811865475,0.7071067811865476,-0.7818314824680299,0.6234898018587334,0.0,1.0,164.0,-7.0,-5.0,1027.0,49.17,1.0,0.0,0,0,1,154.0,132.0,181.0,10.0,160.0,7.6157731058639095,156.33333333333334,8.488851869399326,144.95833333333334,19.541436836199875,0.0,2.0
2010-01-03 04:00:00,65.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,156.0,-8.0,-6.0,1028.0,52.3,2.0,0.0,0,0,1,159.0,140.0,138.0,-3.0,159.5,7.791020472312982,157.66666666666666,6.773388212614579,146.08333333333334,19.359115742172776,-1.0,2.0
2010-01-03 05:00:00,83.0,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0,126.0,-8.0,-6.0,1027.0,55.43,3.0,0.0,0,0,1,164.0,152.0,109.0,-38.0,153.16666666666666,15.263245613783019,155.5,11.357816691600481,145.95833333333334,19.483502869298736,-1.0,0.0
2010-01-03 06:00:00,91.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0,90.0,-7.0,-6.0,1027.0,58.56,4.0,0.0,0,0,1,170.0,148.0,105.0,-80.0,139.83333333333334,27.585624275456702,150.66666666666666,22.10032222444373,144.33333333333334,22.37169536765574,-1.0,0.0
2010-01-03 07:00:00,86.0,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,63.0,-8.0,-6.0,1026.0,61.69,5.0,0.0,0,0,1,149.0,164.0,124.0,-86.0,125.5,40.96705993844321,142.25,33.0705169434814,140.79166666666666,27.828635809440843,-1.0,-2.0
2010-01-03 08:00:00,82.0,0.8660254037844387,-0.49999999999999983,-0.7818314824680299,0.6234898018587334,0.0,1.0,65.0,-8.0,-7.0,1026.0,65.71,6.0,0.0,0,0,1,154.0,158.0,120.0,-89.0,110.66666666666667,44.54061816664273,134.5,39.345786421050335,136.875,31.52405913501347,-2.0,-2.0
2010-01-03 09:00:00,86.0,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0,55.0,-8.0,-7.0,1025.0,68.84,7.0,0.0,0,0,1,164.0,154.0,132.0,-109.0,92.5,40.48085967466596,126.25,44.87583881211481,131.625,34.231707269849906,-2.0,-2.0
2010-01-03 10:00:00,78.0,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0,65.0,-8.0,-7.0,1024.0,72.86,8.0,0.0,0,0,1,156.0,159.0,140.0,-91.0,77.33333333333333,26.598245556176483,118.41666666666667,46.80221116247576,128.58333333333334,36.78836851466797,-1.0,-4.0
2010-01-03 11:00:00,98.0,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0,83.0,-9.0,-8.0,1024.0,76.88,9.0,0.0,0,0,1,126.0,164.0,152.0,-43.0,70.16666666666667,13.362883920271917,111.66666666666667,45.451939319228046,127.5,37.76011238008331,-2.0,-3.0
2010-01-03 12:00:00,107.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,91.0,-10.0,-8.0,1024.0,80.9,10.0,0.0,0,0,1,90.0,170.0,148.0,1.0,70.33333333333333,13.662601021279283,105.08333333333333,41.810086502342166,126.91666666666667,38.22805328513359,-2.0,-3.0
2010-01-03 13:00:00,90.0,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0,86.0,-10.0,-9.0,1024.0,84.92,11.0,0.0,0,0,1,63.0,149.0,164.0,23.0,74.16666666666667,14.400231479620796,99.83333333333333,39.69619476458519,125.33333333333333,39.130402576476264,-3.0,-2.0
2010-01-03 14:00:00,96.0,-0.4999999999999998,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0,82.0,-10.0,-9.0,1024.0,89.84,12.0,0.0,0,0,1,65.0,154.0,158.0,17.0,77.0,13.899640283115067,93.83333333333333,36.037438445274816,123.75,40.1120712612745,-2.0,-2.0
2010-01-03 15:00:00,95.0,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0,86.0,-11.0,-9.0,1023.0,93.86,13.0,0.0,0,0,1,55.0,164.0,154.0,31.0,82.16666666666667,8.975893641675018,87.33333333333333,28.471144350132164,121.83333333333333,40.79393248433191,-2.0,-2.0
2010-01-03 16:00:00,86.0,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0,78.0,-11.0,-9.0,1023.0,97.88,15.0,0.0,0,0,1,65.0,156.0,159.0,13.0,84.33333333333333,4.412104562072634,80.83333333333333,18.541517704542994,119.25,41.54960367100256,-2.0,-1.0
2010-01-03 17:00:00,70.0,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0,98.0,-11.0,-9.0,1022.0,102.8,16.0,0.0,0,0,1,83.0,126.0,164.0,15.0,86.83333333333333,6.997618642557076,78.5,13.385881300154308,117.0,41.15928760950239,-1.0,-2.0
2010-01-03 18:00:00,61.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,1.0,107.0,-11.0,-9.0,1021.0,105.93,17.0,0.0,0,0,1,91.0,90.0,170.0,16.0,89.5,10.876580344942791,79.91666666666667,15.453498181984834,115.29166666666667,40.664565460090294,-1.0,-3.0
2010-01-03 19:00:00,53.0,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.0,1.0,90.0,-11.0,-9.0,1020.0,111.74,19.0,0.0,0,0,1,86.0,63.0,149.0,4.0,90.16666666666667,10.740887610745332,82.16666666666667,14.714453829998376,112.20833333333333,39.602348598192386,0.0,-4.0
2010-01-03 20:00:00,71.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0,96.0,-11.0,-9.0,1020.0,116.66,20.0,0.0,0,0,1,82.0,65.0,154.0,14.0,92.5,10.114346246792035,84.75,14.13650979170288,109.625,38.49202345376525,0.0,-4.0
2010-01-03 21:00:00,72.0,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.0,1.0,95.0,-11.0,-9.0,1020.0,121.58,21.0,0.0,0,0,1,86.0,55.0,164.0,9.0,94.0,9.61249187255814,88.08333333333333,10.807895542639567,107.16666666666667,37.40340215479896,0.0,-3.0
2010-01-03 22:00:00,76.0,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,0.0,1.0,86.0,-11.0,-9.0,1020.0,124.71,22.0,0.0,0,0,1,78.0,65.0,156.0,8.0,95.33333333333333,7.201851613763163,89.83333333333333,8.088525355356474,104.125,35.944779508477154,0.0,-3.0
2010-01-03 23:00:00,73.0,-0.25881904510252157,0.9659258262890681,-0.7818314824680299,0.6234898018587334,0.0,1.0,70.0,-11.0,-9.0,1020.0,127.84,23.0,0.0,0,0,1,98.0,83.0,126.0,-28.0,90.66666666666667,12.355835328566924,88.75,9.780546554722445,100.20833333333333,34.21667425541887,0.0,-2.0
2010-01-04 00:00:00,79.0,0.0,1.0,0.0,1.0,0.0,1.0,61.0,-11.0,-9.0,1021.0,0.89,24.0,0.0,0,0,0,107.0,91.0,90.0,-46.0,83.0,14.310835055998474,86.25,12.58516442627453,95.66666666666667,31.690989895863222,0.0,0.0
2010-01-04 01:00:00,58.0,0.25881904510252074,0.9659258262890683,0.0,1.0,0.0,1.0,53.0,-11.0,-9.0,1022.0,1.78,25.0,0.0,0,0,0,90.0,86.0,63.0,-37.0,76.83333333333333,18.148461826465095,83.5,15.831499096306896,91.66666666666667,30.709956842616315,0.0,2.0
2010-01-04 02:00:00,25.0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,1.0,71.0,-10.0,-9.0,1022.0,4.02,26.0,0.0,0,1,0,96.0,82.0,65.0,-25.0,72.66666666666667,15.55206310000896,82.58333333333333,16.2394487889737,88.20833333333333,27.933117584168944,0.0,2.0
2010-01-04 03:00:00,26.0,0.7071067811865475,0.7071067811865476,0.0,1.0,0.0,1.0,72.0,-11.0,-10.0,1023.0,7.15,27.0,0.0,0,1,0,95.0,86.0,55.0,-23.0,68.83333333333333,11.160943807163433,81.41666666666667,16.472888653969072,84.375,22.947600992355195,-1.0,3.0
2010-01-04 04:00:00,28.0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,76.0,-11.0,-9.0,1023.0,11.17,0.0,0.0,0,1,0,86.0,78.0,65.0,-10.0,67.16666666666667,8.518607084885389,81.25,16.520648237336832,81.04166666666667,17.175511299690324,0.0,3.0
2010-01-04 05:00:00,26.0,0.9659258262890683,0.25881904510252074,0.0,1.0,0.0,1.0,73.0,-12.0,-11.0,1023.0,14.3,0.0,0.0,0,1,0,70.0,98.0,83.0,3.0,67.66666666666667,8.801515021100608,79.16666666666667,15.77589261749681,78.83333333333333,14.312252782498552,-2.0,3.0
2010-01-04 06:00:00,20.0,1.0,6.123233995736766e-17,0.0,1.0,0.0,1.0,79.0,-14.0,-12.0,1023.0,16.09,0.0,0.0,0,1,0,61.0,107.0,91.0,18.0,70.66666666666667,9.136009340333455,76.83333333333333,13.134502332222336,78.375,14.11386151825624,-3.0,2.0
2010-01-04 07:00:00,29.0,0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,58.0,-16.0,-9.0,1023.0,21.9,0.0,0.0,0,1,0,53.0,90.0,86.0,5.0,71.5,7.231873892705374,74.16666666666667,13.462630658323311,78.16666666666667,14.38497605948222,0.0,1.0
2010-01-04 08:00:00,26.0,0.8660254037844387,-0.49999999999999983,0.0,1.0,0.0,1.0,25.0,-17.0,-10.0,1024.0,29.95,0.0,0.0,0,1,0,71.0,96.0,82.0,-46.0,63.833333333333336,20.35108514715269,68.25,17.87392717696017,76.5,17.871522160907794,-1.0,2.0
2010-01-04 09:00:00,27.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0.0,1.0,26.0,-18.0,-11.0,1024.0,39.78,0.0,0.0,0,1,0,72.0,95.0,86.0,-46.0,56.166666666666664,24.830760493119367,62.5,19.50990424467445,75.29166666666667,20.215102332633215,-1.0,1.0
2010-01-04 10:00:00,27.0,0.49999999999999994,-0.8660254037844387,0.0,1.0,0.0,1.0,28.0,-19.0,-11.0,1025.0,48.72,0.0,0.0,0,1,0,76.0,86.0,78.0,-48.0,48.166666666666664,24.895113308974032,57.666666666666664,20.326128877666733,73.75,22.3339281772392,-2.0,2.0
2010-01-04 11:00:00,25.0,0.258819045102521,-0.9659258262890682,0.0,1.0,0.0,1.0,26.0,-20.0,-12.0,1026.0,55.87,0.0,0.0,0,1,0,73.0,70.0,98.0,-47.0,40.333333333333336,22.826884734160608,54.0,21.813257019945098,71.375,24.255546205746892,-1.0,3.0
2010-01-04 12:00:00,29.0,1.2246467991473532e-16,-1.0,0.0,1.0,0.0,1.0,20.0,-21.0,-12.0,1027.0,64.81,0.0,0.0,0,1,0,79.0,61.0,107.0,-59.0,30.5,13.736811857195473,50.583333333333336,23.74278199726601,68.41666666666667,26.023261612017965,0.0,4.0
2010-01-04 13:00:00,32.0,-0.2588190451025208,-0.9659258262890683,0.0,1.0,0.0,1.0,29.0,-21.0,-13.0,1027.0,73.75,0.0,0.0,0,1,0,58.0,53.0,90.0,-29.0,25.666666666666668,3.1411250638349273,48.583333333333336,24.518854835090576,66.04166666666667,26.933862905541126,-4.0,4.0
2010-01-04 14:00:00,28.0,-0.4999999999999998,-0.8660254037844388,0.0,1.0,0.0,1.0,26.0,-22.0,-13.0,1028.0,80.9,0.0,0.0,0,1,0,25.0,71.0,96.0,1.0,25.833333333333332,3.125166662220113,44.833333333333336,24.21807489283889,63.708333333333336,27.899632484203348,-3.0,4.0
2010-01-04 15:00:00,29.0,-0.7071067811865471,-0.7071067811865479,0.0,1.0,0.0,1.0,27.0,-22.0,-13.0,1029.0,90.73,0.0,0.0,0,1,0,26.0,72.0,95.0,1.0,26.0,3.162277660166066,41.083333333333336,23.086628689404307,61.25,28.44407174423689,-2.0,5.0
2010-01-04 16:00:00,30.0,-0.8660254037844384,-0.5000000000000004,0.0,1.0,0.0,1.0,27.0,-22.0,-12.0,1030.0,100.56,0.0,0.0,0,1,0,28.0,76.0,86.0,-1.0,25.833333333333332,3.060501048301079,37.0,20.542638584174178,59.125,29.037176320979338,-1.0,5.0
2010-01-04 17:00:00,30.0,-0.9659258262890683,-0.25881904510252063,0.0,1.0,0.0,1.0,25.0,-23.0,-12.0,1031.0,108.61,0.0,0.0,0,1,0,26.0,73.0,70.0,-1.0,25.666666666666668,3.0767948691214326,33.0,17.31525864138862,56.083333333333336,28.608172542682183,0.0,5.0
2010-01-04 18:00:00,28.0,-1.0,-1.8369701987210297e-16,0.0,1.0,0.0,1.0,29.0,-21.0,-11.0,1030.0,117.55,0.0,0.0,0,1,0,20.0,79.0,61.0,9.0,27.166666666666668,1.602081978755223,28.833333333333332,9.485235736116328,52.833333333333336,26.95514255471334,1.0,3.0
2010-01-04 19:00:00,26.0,-0.9659258262890684,0.2588190451025203,0.0,1.0,0.0,1.0,32.0,-20.0,-10.0,1030.0,127.38,0.0,0.0,0,1,0,29.0,58.0,53.0,3.0,27.666666666666668,2.503331114066284,26.666666666666668,2.9024545516241296,50.416666666666664,26.063328671703957,3.0,3.0
2010-01-04 20:00:00,31.0,-0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,1.0,28.0,-21.0,-10.0,1030.0,136.32,0.0,0.0,0,1,0,26.0,25.0,71.0,2.0,28.0,2.3664319132368328,26.916666666666668,2.8749176536298795,47.583333333333336,24.54439928439631,3.0,2.0
2010-01-04 21:00:00,33.0,-0.7071067811865477,0.7071067811865474,0.0,1.0,0.0,1.0,29.0,-21.0,-9.0,1030.0,145.26,0.0,0.0,0,1,0,27.0,26.0,72.0,2.0,28.333333333333332,2.3380903888969873,27.166666666666668,2.91807325390449,44.833333333333336,22.622933086787512,4.0,1.0
2010-01-04 22:00:00,29.0,-0.5000000000000004,0.8660254037844384,0.0,1.0,0.0,1.0,30.0,-21.0,-9.0,1031.0,152.41,0.0,0.0,0,1,0,27.0,28.0,76.0,3.0,28.833333333333332,2.3166067138494952,27.333333333333332,3.025147128904045,42.5,21.02379604162839,3.0,1.0
2010-01-04 23:00:00,31.0,-0.25881904510252157,0.9659258262890681,0.0,1.0,0.0,1.0,30.0,-20.0,-11.0,1032.0,159.56,0.0,0.0,0,1,0,25.0,26.0,73.0,5.0,29.666666666666668,1.3662601021228382,27.666666666666668,3.084663922561542,40.833333333333336,20.322758000665473,1.0,1.0
2010-01-05 00:00:00,30.0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,28.0,-23.0,-11.0,1032.0,165.37,0.0,0.0,0,1,0,29.0,20.0,79.0,-1.0,29.5,1.516575088805698,28.333333333333332,1.922750555056731,39.458333333333336,20.012993967325855,0.0,2.0
2010-01-05 01:00:00,34.0,0.25881904510252074,0.9659258262890683,0.7818314824680298,0.6234898018587336,0.0,1.0,26.0,-21.0,-12.0,1033.0,171.18,0.0,0.0,0,1,0,32.0,29.0,58.0,-6.0,28.5,1.5165750888056366,28.083333333333332,2.0207259421640025,38.333333333333336,19.977523602172305,-2.0,3.0
2010-01-05 02:00:00,27.0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,0.0,1.0,31.0,-24.0,-12.0,1034.0,180.12,0.0,0.0,0,1,0,28.0,26.0,25.0,3.0,29.0,1.788854381995896,28.5,2.067057636527958,36.666666666666664,18.765524973637717,-2.0,4.0
2010-01-05 03:00:00,25.0,0.7071067811865475,0.7071067811865476,0.7818314824680298,0.6234898018587336,0.0,1.0,33.0,-24.0,-13.0,1034.0,187.27,0.0,0.0,0,1,0,29.0,27.0,26.0,4.0,29.666666666666668,2.422120283275112,29.0,2.374102701309471,35.041666666666664,17.195750654731505,-4.0,4.0
2010-01-05 04:00:00,28.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0.0,1.0,29.0,-24.0,-13.0,1035.0,195.32,0.0,0.0,0,1,0,30.0,27.0,28.0,-1.0,29.5,2.4289915602953442,29.166666666666668,2.289634084832233,33.083333333333336,14.843873473933057,-4.0,4.0
2010-01-05 05:00:00,28.0,0.9659258262890683,0.25881904510252074,0.7818314824680298,0.6234898018587336,0.0,1.0,31.0,-26.0,-15.0,1035.0,198.45,0.0,0.0,0,1,0,30.0,25.0,26.0,1.0,29.666666666666668,2.503331114066357,29.666666666666668,1.922750555056742,31.333333333333332,12.167907421347397,-4.0,3.0
2010-01-05 06:00:00,27.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,1.0,30.0,-26.0,-17.0,1035.0,201.58,0.0,0.0,0,1,0,28.0,29.0,20.0,2.0,30.0,2.3664319132369096,29.75,1.9128750375004178,29.291666666666668,6.708068902879963,-6.0,3.0
2010-01-05 07:00:00,27.0,0.9659258262890683,-0.25881904510252063,0.7818314824680298,0.6234898018587336,0.0,1.0,34.0,-26.0,-18.0,1035.0,205.6,0.0,0.0,0,1,0,26.0,32.0,29.0,8.0,31.333333333333332,1.8618986724988562,29.916666666666668,2.193309385519376,28.291666666666668,3.0141574158501077,-6.0,2.0
2010-01-05 08:00:00,27.0,0.8660254037844387,-0.49999999999999983,0.7818314824680298,0.6234898018587336,0.0,1.0,27.0,-26.0,-19.0,1035.0,208.73,0.0,0.0,0,1,0,31.0,28.0,26.0,-4.0,30.666666666666668,2.5819888974689427,29.833333333333332,2.289634084832238,28.375,2.94607328932512,-7.0,1.0
